﻿msg_0,[end]
msg_90,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
兄貴がつまらんっ、優しすぎるわい！！
もっとビシッと言わんか、ビシッと！！
[wait][clear][end]"
msg_91,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
酒か…そういや、夕べに一杯やってから
まだ一滴も飲んどらんのぉ…
[wait][clear][end]"
msg_92,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
酒は「忘憂の物」というてなぁ
憂いごとを忘れるにゃあ、一番のクスリなんぢゃ
[wait][clear][end]"
msg_93,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
酒に屁理屈はいらんっ！！
酒っちゅうのは、そこにあるから飲むんぢゃあぁ
[wait][clear][end]"
msg_94,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
まあ、人の好みは十人十色ぢゃ…
わしが、どうこう言うこたない…
[wait][clear][end]"
msg_95,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
まぁ、弱すぎるのも強すぎるのもなんぢゃ…
ほどほどがええぞい…
[wait][clear][end]"
msg_96,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
赤勝て、白勝て、ぢゃの～っ！！
まぁ、わしゃどっちでもええがのぉ！
[wait][clear][end]"
msg_97,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
大のオトナが、つまらんことで
ケンカするんぢゃないぃぃっ！！
[wait][clear][end]"
msg_98,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
人間の一生は、はかないものなぁ…
ヤケを起こすのも無理なかろう…
[wait][clear][end]"
msg_99,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
たかだか百年も生きとらんモンが
知った風な口をきくんぢゃないぃぃっ！！
[wait][clear][end]"
msg_100,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
おまえさんたちゃ、意外に賢いのぉ…
わしゃあ、ついていけんよ…
[wait][clear][end]"
msg_101,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
世直しについての寄り合いぢゃな…
わしゃあ、ようわからんが…
[wait][clear][end]"
msg_102,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
なんのことぢゃか、ぜんぜん分からんが
話し合うのは、ええことぢゃっ！！
[wait][clear][end]"
msg_103,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
わしに聞いて、どうするんぢゃあっ！！
人間のこたぁ、人間が考えるんぢゃっ！！
[wait][clear][end]"
msg_104,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
何か言いたいことがあるんぢゃな…
怒らんから言うてみなさい…
[wait][clear][end]"
msg_105,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
人間世界は、男びいきか…
わしも人間に生まれたかったのぉ…
[wait][clear][end]"
msg_106,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
わ、わしゃあ、小難しい話は
苦手ぢゃよおぉぉ…
[wait][clear][end]"
msg_107,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
わしも耳が痛いのぉ…
[wait][clear][end]"
msg_108,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
それでこそ男子ぢゃ…
若いのに、よう分かっとるのぉ…
[wait][clear][end]"
msg_109,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
雄々しい若者ぢゃ…
お嬢さんも、頼もしかろう…
[wait][clear][end]"
msg_110,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
それでこそ男子ぢゃよっ！！
天晴れ、天晴れぢゃあ～っ！！
[wait][clear][end]"
msg_111,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
兄弟っちゅうのは、いくつになっても
ええもんぢゃよなぁ…
[wait][clear][end]"
msg_112,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
弟さんは、今、不思議なことを言うたなぁ？
いや…人様のことぢゃ、詮索はすまいよ…
[wait][clear][end]"
msg_113,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
思い出話っちゅうのは、ええもんぢゃなあ！！
わしも、弟に会いとうなってきたぞい！！
[wait][clear][end]"
msg_114,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
なにをワケのわからんことを、言うとるんぢゃっ！
おまえさんたちゃ、どういう関係なんぢゃっ！？
[wait][clear][end]"
msg_115,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
まぁ、若いうちゃあ、仕様がないわい…
夢を見るのは、若者の特権ぢゃものなぁ…
[wait][clear][end]"
msg_116,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
あんまり夢を見すぎると…
寝覚めが悪うなるぞい…
[wait][clear][end]"
msg_117,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
わしにも、そういう時があったぞい！！
あん時ゃ、老いることなぞ考えもせんかったのぉ
[wait][clear][end]"
msg_118,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
夢っちゅうのはなぁ、見れば見るほど
苦労が増えるんぢゃあぁぁっ！！
[wait][clear][end]"
msg_119,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
美しいのぉ…
桃色お肌が、ぴっちぴちぢゃぁ…
[wait][clear][end]"
msg_120,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
な、なんっちゅうハレンチなっ！！
ご先祖様が泣き出すぞいぃぃっ！！
[wait][clear][end]"
msg_121,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
いわゆる「雨夜の品定め」か…
わしもイロイロ言われてみたいのぉ…
[wait][clear][end]"
msg_122,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
結婚っちゅうのは、そんなモンぢゃあないんぢゃ！
結婚っちゅうのはなぁ、結婚っちゅうのは…
[wait][clear][end]"
msg_123,"[color(yellow)][var(msg_var_0)][color(white)]
人間のおなごさんっちゅうのは
お、恐ろしいのぉ…
獲物を狙う熊のようぢゃ…
[wait][clear][end]"
msg_124,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
寄り合いの席に、酒は欠かせん…
わしも一杯、頂くとするかのぉ…
[wait][clear][end]"
msg_125,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
すまんのぉ…
ちょうど口が乾いとったんぢゃ…
[wait][clear][end]"
msg_126,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
人間と酒を飲むのは、三〇〇年ぶりぢゃあ！
ふぉっふぉ、うれしいのぉ！！
[wait][clear][end]"
msg_127,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
酒断ちをしとるこのわしに
なんで酒を勧めるんぢゃあぁぁっ！！
[wait][clear][end]"
msg_128,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
人間に小言を聞かされるたぁ…
ふしぎなきぶんぢゃ…
[wait][clear][end]"
msg_129,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
に、人間に同情されたら…
悪魔もいよいよ終わりぢゃあぁぁ…
[wait][clear][end]"
msg_130,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
まぁ、ようある話ぢゃな…
[wait][clear][end]"
msg_131,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
なんっちゅう、くだらん話ぢゃあぁぁっ！！
腰が、砕けるかと思うたぞいっ！！
[wait][clear][end]"
msg_132,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
よ、よさんか、よさんかぁ…
わ、わしゃ、そういう話は苦手なんぢゃよおぉぉ
[wait][clear][end]"
msg_133,[end]
msg_134,[end]
msg_135,[end]
msg_136,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
同志が死んで、気でも触れたかのぉ？？？
ふぉっふぉ、冗談ぢゃよ冗談！！
[wait][clear][end]"
msg_137,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
人間っちゅうのは、まったく…
ふぉっふぉ、見とって飽きんわい！
[wait][clear][end]"
msg_138,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
おもしろいことを言うもんぢゃっ！
わしゃあ、ちと気に入ったぞい！！
[wait][clear][end]"
msg_139,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
なにを今さら言うとるんぢゃあぁぁっ！！
馬鹿ぢゃなかろうかっ！！
[wait][clear][end]"
msg_140,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
わ、わしが悪かった…
もう、勘弁してくれえぇぇ…
[wait][clear][end]"
msg_141,[end]
msg_142,[end]
msg_143,[end]
msg_144,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
自ら戦い、死にゃあ悲しむ…
ふぉっふぉっ、いかにも人間らしいのぉ！！
[wait][clear][end]"
msg_145,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
おまえさんたちゃ、よう戦おうたっ！
それだけ戦えりゃあ、立派なもんぢゃっ！！
[wait][clear][end]"
msg_146,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
なんぢゃあ、そりゃあぁっ！！
芝居がクサいぞいぃぃっ！！
[wait][clear][end]"
msg_147,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
わ、わしゃあ、何か取り返しのつかんことを
やってしもうたんぢゃろかあぁぁ…
[wait][clear][end]"
msg_148,[end]
msg_149,[end]
msg_150,[end]
msg_151,[end]
msg_152,[end]
msg_153,[end]
msg_154,"[color(yellow)][var(msg_var_0)][color(white)]
そ、そんな…
わ、わしゃあ、悲しいぞいぃぃ…
[wait][clear][end]"
msg_155,[end]
msg_156,[end]
msg_157,[end]
msg_158,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
こ、こりゃあ、裏があるぞい…
[wait][clear][end]"
msg_159,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
おまえさんは、美しい顔をしとるなぁ！！
思わず、見惚れてしまったわぃ！！
[wait][clear][end]"
msg_160,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
おまえさんは、美しいのぉ！
いやあ、目の保養になるわい！
[wait][clear][end]"
msg_161,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
おまえさんは、美しい顔をしとるなぁ！！
わしゃあ、うらやましいぞい！！
[wait][clear][end]"
msg_162,"[color(yellow)][var(msg_var_0)][color(white)]
おお、そうぢゃあ…
わしゃあその…「ふあん」のあいだぢゃ
なんと呼ばれとるかのぉ？？？
[wait][clear][end]"
msg_163,"わしゃあ、どんなふうに呼ばれとるんぢゃろか？
[end_choice][clear][end]"
msg_163_Choice1,呼び捨て
msg_163_Choice2,「大王様」
msg_163_Choice3,ちゃん付け
msg_163_Choice4,「諸悪の根源」
msg_164,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
見え透いた嘘をつくんぢゃないぃぃっ！！
わしゃあ、嘆かわしいぞいっ！！
[wait][clear][end]"
msg_165,"[color(yellow)][var(msg_var_0)][color(white)]
おお、そうぢゃあ…
優しいついでに、ちょいと
肩をもんでもらえんかのぉ…
[wait][clear][end]"
msg_166,"優しゅうもんでくれよ…
[end_choice][clear][end]"
msg_166_Choice1,優しく揉んであげるわね…
msg_166_Choice2,自分の肩を揉んじゃったりして！
msg_166_Choice3,カカト落とし、食らわしたげるっ！
msg_167,"[color(yellow)][var(msg_var_0)][color(white)]
いや…こ、これは本物ぢゃっ！
ばあさんが若返って、戻ってきたんぢゃあっ！！
うっ、うれしいのおぉぉ…
[wait][clear][end]"
msg_168,"さぁ、ばあさん…。うちへ帰ろう…
[end_choice][clear][end]"
msg_168_Choice1,えぇ、今行きますわ…
msg_168_Choice2,いいえ、あなたのもとへは帰れません…
msg_168_Choice3,ハァ？アンタさ…、ボケてんのっ！？
msg_169,"[color(yellow)][var(msg_var_0)][color(white)]
ほほう…
あぁ…、よう見るとばあさんぢゃないのぉ…
すまんすまん、人違いぢゃったわい…
[wait][clear][end]"
msg_170,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
ばあさんは、そんなしゃべりかたはせんっ！！
おまえさんは、嘘つきぢゃあぁぁっ！！
[wait][clear][end]"
msg_171,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひえぇぇぇ！
な、なんで…ぢゃよぉぉ…
わ、わしゃあ…、わしゃあぁぁぁ…
[wait][clear][end]"
msg_172,"[color(yellow)][var(msg_var_0)][color(white)]
いやぁ、おまえさんたちもそうぢゃが…
人間の若いオナゴさんは、みな美しい
顔をしとるのぉ…
[wait][clear][end]"
msg_173,"どんな秘訣があるんぢゃろうか…？
[end_choice][clear][end]"
msg_173_Choice1,規則正しい生活、ってやつね！
msg_173_Choice2,化粧という名の「仮面」かなぁ？
msg_173_Choice3,エステという名の「妖術」のチカラよ…
msg_174,"[color(yellow)][var(msg_var_0)][color(white)]
こぉりゃああっ！
いいかげんなことを言うんぢゃないぃぃっ！！
わしゃあ、嘆かわしいぞいっ！！
[wait][clear][end]"
msg_175,"何かぁ、わしに聞くこたぁないかなっ？
[end_choice][clear][end]"
msg_175_Choice1,ご趣味は？
msg_175_Choice2,三角形の内角の和は？
msg_175_Choice3,特にないなぁ…
msg_176,"[color(yellow)][var(msg_var_0)][color(white)]
ふぉっふぉっふぉっふぉ！
よくぞ聞いてくれたぁっ！！
わしの趣味はなぁ…サンズイに酉ぢゃっ！！
[wait][clear][end]"
