﻿msg_0,[end]
msg_131,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクもおどってみたいにょにょ！
[wait][clear][end]"
msg_132,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
もういちど、おどってほしいにょにょ！
[wait][clear][end]"
msg_133,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ダンサーかにゃ？
[wait][clear][end]"
msg_134,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
たのしいにょにょ！
[wait][clear][end]"
msg_135,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
いいモノみれたにょ！
トクしたにょ～
[wait][clear][end]"
msg_136,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
キレイだにょ～！
[wait][clear][end]"
msg_137,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
そんなゲイじゃ、おかねは、だせないにょ！
[wait][clear][end]"
msg_138,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ソレ「のろいのおどり」にょ！
そんなモノには、まけないにょ！
[wait][clear][end]"
msg_139,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
つまらないにょにょ！
じかんのムダにょにょ！
[wait][clear][end]"
msg_140,[end]
msg_141,[end]
msg_142,[end]
msg_143,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクにキョーミあるみたいにょにょ…
[wait][clear][end]"
msg_144,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
なんでヤサしいのかにゃ？
[wait][clear][end]"
msg_145,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
やさしいにんげんだにょ。
あえてウレシイにょ。
[wait][clear][end]"
msg_146,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ボクのコト、しんぱいしてるかにゃ？
うれしいコトにょにょ…
[wait][clear][end]"
msg_147,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
キミたちなら、トモダチになれそうにょにょ！
[wait][clear][end]"
msg_148,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ウソがミエミエにょにょ！
[wait][clear][end]"
msg_149,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
バカだとおもってテキトーなコトいってるにょ！
ゆるせないにょにょ！！
[wait][clear][end]"
msg_150,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
おしえてやるにょにょ！
ソレ「さるしばい」にょにょ！
[wait][clear][end]"
msg_151,[end]
msg_152,[end]
msg_153,[end]
msg_154,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ムズかしいコトいってるにょ！
ガッコウのせんせいかにゃ？
[wait][clear][end]"
msg_155,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
「セーギ」はしらないけど
「ミルクセーキ」には、にてるっていわれるにょ
[wait][clear][end]"
msg_156,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
キミたち、セーギのミカタかにゃ！？
ボクのテキにょにょ！
[wait][clear][end]"
msg_157,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ムズかしいコトいったって
セーギのミカタは、ボクゆるさないにょにょ！
[wait][clear][end]"
msg_158,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ボク、アクマだにょ！
セーギはテキにょにょ！
[wait][clear][end]"
msg_159,[end]
msg_160,[end]
msg_161,[end]
msg_162,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
オトコのコたち、かなしそうにょにょ…
どうしたんだにょにょ…
[wait][clear][end]"
msg_163,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
そのオトコのコたち、にてるにょにょ…
ブンレツしたのかにゃ？
[wait][clear][end]"
msg_164,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
でんごんゲームかにゃ？
おもしろそうにょにょ！
[wait][clear][end]"
msg_165,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
キョーダイってイイもんにょ～
[wait][clear][end]"
msg_166,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ひとのチューコクは、マジメにきくにょにょ！
[wait][clear][end]"
msg_167,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
キミ、ふんいきワルくしてるにょ！
[wait][clear][end]"
msg_168,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
クラいニンゲンは、きらいにょにょ！
[wait][clear][end]"
msg_169,[end]
msg_170,[end]
msg_171,[end]
msg_172,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
「おさけ」ウマいかにゃ？
[wait][clear][end]"
msg_173,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ニンゲン、「おさけ」とトモダチかにゃ？
[wait][clear][end]"
msg_174,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクも「おさけ」のめるかにゃ？
[wait][clear][end]"
msg_175,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
「おさけ」のハナシしてるとき
みんなウレシそうだにょ～！
[wait][clear][end]"
msg_176,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ニンゲンと「おさけ」なかよしにょ～
ボクもみんなとなかよしにょ～
[wait][clear][end]"
msg_177,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ボク、「おさけ」のんだコトないにょ！
[wait][clear][end]"
msg_178,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
じぶんたちだけモリあがってるにょ！
[wait][clear][end]"
msg_179,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
「おさけ」はドクにょにょ！
[wait][clear][end]"
msg_180,[end]
msg_181,[end]
msg_182,[end]
msg_183,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ナカマわれかにゃ？
[wait][clear][end]"
msg_184,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ケンカは、よくないにょ！
どうしたにょにょ…
[wait][clear][end]"
msg_185,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ナニをいえばいいのかにゃ？
[wait][clear][end]"
msg_186,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ものをたのむタイドじゃないにょにょ！
[wait][clear][end]"
msg_187,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
エラそうだにょにょ！
[wait][clear][end]"
msg_188,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
そんなコト、キョーミないにょにょ！
[wait][clear][end]"
msg_189,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
なかまわれにょにょ…
[wait][clear][end]"
msg_190,[end]
msg_191,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボクには、ナンのコトかわからないにょ…
[wait][clear][end]"
msg_192,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
オトナとコドモは、ちがうイキモノかにゃ？
[wait][clear][end]"
msg_193,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
オトナとコドモ、ドッチがタダしいかにゃ？
[wait][clear][end]"
msg_194,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
[wait][clear][end]"
msg_195,[end]
msg_196,[end]
msg_197,[end]
msg_198,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
キミたち、かしこいのかにゃ？
[wait][clear][end]"
msg_199,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
なんのハナシかにゃ？
ボクにはチョット、ムズかしいかにゃ？
[wait][clear][end]"
msg_200,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクのイケンをききたいかにゃ？
[wait][clear][end]"
msg_201,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
くだらないハナシにょにょ！
[wait][clear][end]"
msg_202,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ボクにはカンケイないにょにょ！
[wait][clear][end]"
msg_203,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
そんなハナシききあきたにょにょ！
[wait][clear][end]"
msg_204,[end]
msg_205,[end]
msg_206,[end]
msg_207,[end]
msg_208,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
そんなコトいわれると
かなしくてトロけちゃうにょにょ…
[wait][clear][end]"
msg_209,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
キミたち、たいへんかにゃ？
[wait][clear][end]"
msg_210,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ガンバルにょ～！
[wait][clear][end]"
msg_211,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ニンゲンのオンナのコは
たいへんだにょ～！
[wait][clear][end]"
msg_212,[end]
msg_213,[end]
msg_214,[end]
msg_215,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
オトコのコだってキットたいへんだにょにょ！
[wait][clear][end]"
msg_216,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
じぶんたちだけ、たいへんなワケじゃ
ないんだにょにょ！
[wait][clear][end]"
msg_217,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ちょっと、いいわけにもきこえるにょにょ！
[wait][clear][end]"
msg_218,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ニンゲンのオンナのコはコワいにょ…
[wait][clear][end]"
msg_219,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
キミたち、たいへんだったにょ～
ドージョーするにょ！
[wait][clear][end]"
msg_220,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ワルいヤツもいるもんだにょ～
[wait][clear][end]"
msg_221,[end]
msg_222,[end]
msg_223,[end]
msg_224,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
オトコのコがみんなワルいワケじゃ
ないにょにょ！
[wait][clear][end]"
msg_225,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
オンナのコだけじゃこのヨは
まわらないにょにょ！
[wait][clear][end]"
msg_226,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
それ、いいすぎにょにょ！
[wait][clear][end]"
msg_227,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボ、ボクがワルいワケじゃないにょにょ…
[wait][clear][end]"
msg_228,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ガードマンかにゃ？
[wait][clear][end]"
msg_229,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
カッコいいにょ～
[wait][clear][end]"
msg_230,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
メガネのオトコのコ
なんだかウレシそうにょにょ！
[wait][clear][end]"
msg_231,[end]
msg_232,[end]
msg_233,[end]
msg_234,[end]
msg_235,[end]
msg_236,[end]
msg_237,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボク、さそわれてるかにゃ？
[wait][clear][end]"
msg_238,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
ボクでイイのかにゃ？
ホントにイイのかにゃ？
[wait][clear][end]"
msg_239,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
にんげんが、ボクをさそうなんて
フシギなコトもあるにょにょ！
[wait][clear][end]"
msg_240,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
モテモテだにょ～
[wait][clear][end]"
msg_241,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ボク、そんなにカッコいいかにゃ～
[wait][clear][end]"
msg_242,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ボクのトロケぐあいに、にんげんも
メロメロだにょ～
[wait][clear][end]"
msg_243,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ボクは、そんなにカルい[var(msg_var_0)]じゃ
ないにょにょ！
[wait][clear][end]"
msg_244,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
トロケぐあいも、たいしたコトないクセに
いいキになってるにょにょ！
[wait][clear][end]"
msg_245,[end]
msg_246,[end]
msg_247,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
なんのハナシかにゃ？
ボクもマゼてほしいにょ！
[wait][clear][end]"
msg_248,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
オトコのコのハナシかにゃ？
ボクはどうかにゃ？
[wait][clear][end]"
msg_249,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
オトコのコ、ナカマはずれかにゃ？
[wait][clear][end]"
msg_250,[end]
msg_251,[end]
msg_252,[end]
msg_253,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
ムシするなにょにょ！
もっとカッコいいのがココにもいるにょ！
[wait][clear][end]"
msg_254,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
こんなトコでコイのハナシなんて
どうかしてるにょにょ！
[wait][clear][end]"
msg_255,"[color(yellow)][var(msg_var_0)][color(white)]
びょびょびょ！
いいドキョーにょにょ！
[wait][clear][end]"
msg_256,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボ、ボクじゃダメかにゃ…
[wait][clear][end]"
msg_257,"[color(yellow)][var(msg_var_0)][color(white)]
ぐちゃ！
ボクもカゲでナニいわれてるか
わからないにょ…
[wait][clear][end]"
msg_258,"[color(yellow)][var(msg_var_0)][color(white)]
にゅにゅにゅ！
みんなオカシイにょにょ…
[wait][clear][end]"
msg_259,"[color(yellow)][var(msg_var_0)][color(white)]
にょ～ん！
ボクもさそってくれるなんて
ウレシイにょ～！
[wait][clear][end]"
