﻿msg_0,[end]
msg_125,"[color(yellow)][var(msg_var_0)][color(white)]
ふむ、なるほど！
言葉を上手く使えない分
体で表現しているという訳ですね。
[wait][clear][end]"
msg_126,"[color(yellow)][var(msg_var_0)][color(white)]
くっくっくっくっ…
頭が軽い分、踊るのも楽そうですね。
[wait][clear][end]"
msg_127,"[color(yellow)][var(msg_var_0)][color(white)]
それは、お遊戯かなにかですか？
無邪気ですねぇ…
くっくっくっくっ…
[wait][clear][end]"
msg_128,"[color(yellow)][var(msg_var_0)][color(white)]
まだまだ色気が足りませんねぇ…
宜しければ、私が教えて差し上げましょうか？
手取り足取り… くっくっくっくっ…
[wait][clear][end]"
msg_129,"[color(yellow)][var(msg_var_0)][color(white)]
何を浮かれているっ！
踊りたくば、あの世で思う存分
踊らせてくれるわっ！
[wait][clear][end]"
msg_130,"[color(yellow)][var(msg_var_0)][color(white)]
この私を前にして、踊りなど…
戯れも、程々にしておけっ！
[wait][clear][end]"
msg_131,[end]
msg_132,[end]
msg_133,[end]
msg_134,"[color(yellow)][var(msg_var_0)][color(white)]
説得ですか？
非力な貴方達の最後の手段という訳ですね。
[wait][clear][end]"
msg_135,"[color(yellow)][var(msg_var_0)][color(white)]
私と争いたくないと…
確かに私に恐れを為すのは仕方ない事ですねぇ…
考えてみましょう。
[wait][clear][end]"
msg_136,"[color(yellow)][var(msg_var_0)][color(white)]
なかなか真に迫った演技ですねぇ…
[wait][clear][end]"
msg_137,"[color(yellow)][var(msg_var_0)][color(white)]
知ってますよ…
実は、漏らしそうな程恐ろしいのでしょう？
くっくっくっくっ…
[wait][clear][end]"
msg_138,"[color(yellow)][var(msg_var_0)][color(white)]
おやおや、声が少し震えてらっしゃる。
良いのですよ、泣き叫んでも…
くっくっくっくっ…
[wait][clear][end]"
msg_139,"[color(yellow)][var(msg_var_0)][color(white)]
心にも無い事を言うと
童話の人形の様に鼻が伸びますよ…
くっくっくっくっ…
[wait][clear][end]"
msg_140,"[color(yellow)][var(msg_var_0)][color(white)]
貴様等の口車などに誰が乗るか！
[wait][clear][end]"
msg_141,"[color(yellow)][var(msg_var_0)][color(white)]
この私を説得しようなど、１０億年早いわっ！
[wait][clear][end]"
msg_142,[end]
msg_143,[end]
msg_144,[end]
msg_145,"[color(yellow)][var(msg_var_0)][color(white)]
熱いですね…
あまりに熱すぎて、融けてしまわないかと
心配してしまいましたよ。
[wait][clear][end]"
msg_146,"[color(yellow)][var(msg_var_0)][color(white)]
少々聞き入ってしまいましたよ…
「正義」などという概念
私達には、ありませんからね。
[wait][clear][end]"
msg_147,"[color(yellow)][var(msg_var_0)][color(white)]
架空のものについて、そこまで拘れるとは…
人間とは、実に興味深い生き物ですね。
[wait][clear][end]"
msg_148,"[color(yellow)][var(msg_var_0)][color(white)]
私がお教えしましょう。
正義とは、神が書いたフィクションですよ…
くっくっくっくっ…
[wait][clear][end]"
msg_149,"[color(yellow)][var(msg_var_0)][color(white)]
おやおや、正義の意味を知りたいのですか？
まるで虹を食べたいとねだる子供の様ですね…
くっくっくっくっ…
[wait][clear][end]"
msg_150,"[color(yellow)][var(msg_var_0)][color(white)]
「正義」だとぉ… 虫酸が走るわっ！
その言葉、二度と口にするなよ！
[wait][clear][end]"
msg_151,"[color(yellow)][var(msg_var_0)][color(white)]
私を前にして、正義を語るなど
馬鹿にしているとしか思えんなっ！
[wait][clear][end]"
msg_152,"[color(yellow)][var(msg_var_0)][color(white)]
そんなに知りたくば
私の正義を教えてくれるぞっ！
[wait][clear][end]"
msg_153,[end]
msg_154,[end]
msg_155,[end]
msg_156,"[color(yellow)][var(msg_var_0)][color(white)]
兄は、叱って威厳を保ち
弟は、逆らって自我を保つ…
なるほど、よく出来ている。
[wait][clear][end]"
msg_157,"[color(yellow)][var(msg_var_0)][color(white)]
そう言えば、私の弟も反抗的でしたねぇ…
思い出しましたよ。
私の場合は、殺してしまいましたが…
[wait][clear][end]"
msg_158,"[color(yellow)][var(msg_var_0)][color(white)]
人間は、細胞分裂で増えるのですか？
いや、あまりに兄弟が似てらしたもので…
くっくっくっくっ…
[wait][clear][end]"
msg_159,"[color(yellow)][var(msg_var_0)][color(white)]
くっくっくっくっ…
お涙頂戴というやつですか？
いやぁ、臭いですねぇ…
[wait][clear][end]"
msg_160,"[color(yellow)][var(msg_var_0)][color(white)]
くっくっくっくっ…
兄の威厳、丸潰れですねぇ…
[wait][clear][end]"
msg_161,"[color(yellow)][var(msg_var_0)][color(white)]
下らぬ人情話…
涙より先に怒りが溢れてきたわっ！
[wait][clear][end]"
msg_162,"[color(yellow)][var(msg_var_0)][color(white)]
弟より我が身を心配したらどうだっ！
[wait][clear][end]"
msg_163,"[color(yellow)][var(msg_var_0)][color(white)]
戦いの場で、弟の心配とはっ！
貴ッ様ぁ、ふざけるなっ！
[wait][clear][end]"
msg_164,[end]
msg_165,[end]
msg_166,[end]
msg_167,"[color(yellow)][var(msg_var_0)][color(white)]
ほぉ…
お酒に関してなかなか知識がおありの様子…
ただの飲兵衛と言えなくも無いですがね…
[wait][clear][end]"
msg_168,"[color(yellow)][var(msg_var_0)][color(white)]
人間は、何にでも意味をつけたがりますね…
酒に意味や名言を結びつける事に
一体何の意味があるのやら…
[wait][clear][end]"
msg_169,"[color(yellow)][var(msg_var_0)][color(white)]
私共の世界にも美味しいお酒がありますよ…
まぁ、貴方達の舌がその味をお分かりになるかは
判りませんが…
[wait][clear][end]"
msg_170,"[color(yellow)][var(msg_var_0)][color(white)]
その酒の知識… 貴方の頭には
脳の代わりに酒が詰まってるのでは？
くっくっくっくっ…
[wait][clear][end]"
msg_171,"[color(yellow)][var(msg_var_0)][color(white)]
以前にも人間から酒の薀蓄を聞かされた事が…
五千年程前でしたか… 進歩がありませんねぇ…
くっくっくっくっ…
[wait][clear][end]"
msg_172,"[color(yellow)][var(msg_var_0)][color(white)]
おやおや、手が震えていますよ…
冗談ですよ、冗談！
くっくっくっくっ…
[wait][clear][end]"
msg_173,"[color(yellow)][var(msg_var_0)][color(white)]
それほど酒が好きならば
死出の旅路の祝い酒
たっぷりと呑ませてくれるぞっ！
[wait][clear][end]"
msg_174,"[color(yellow)][var(msg_var_0)][color(white)]
人間の不味い酒の話など聞く気はないわっ！
[wait][clear][end]"
msg_175,"[color(yellow)][var(msg_var_0)][color(white)]
ここで、気が済むまで話すが良い…
地獄に酒は呑めぬからなっ！
[wait][clear][end]"
msg_176,[end]
msg_177,[end]
msg_178,[end]
msg_179,"[color(yellow)][var(msg_var_0)][color(white)]
自らの境遇を、別の集団の性質に
投影しているのでしょう…
下等生物の心理は実に解りやすいですねぇ…
[wait][clear][end]"
msg_180,"[color(yellow)][var(msg_var_0)][color(white)]
それは集団への帰属意識でしょう…
トーテミズムにも通じた一種の宗教観ですか？
実に原始的ですねぇ…
[wait][clear][end]"
msg_181,"[color(yellow)][var(msg_var_0)][color(white)]
他人事を我が事の如く争うとは…
人間というのは、何処まで苦労性なのでしょうか…
[wait][clear][end]"
msg_182,"[color(yellow)][var(msg_var_0)][color(white)]
私に命令する気かっ！
[wait][clear][end]"
msg_183,"[color(yellow)][var(msg_var_0)][color(white)]
口の利き方をわきまえろっ！
[wait][clear][end]"
msg_184,"[color(yellow)][var(msg_var_0)][color(white)]
貴様等如きの下らぬ争いに
興味などないわっ！
[wait][clear][end]"
msg_185,"[color(yellow)][var(msg_var_0)][color(white)]
わ、私がですか？
滅相も無い…
[wait][clear][end]"
msg_186,"[color(yellow)][var(msg_var_0)][color(white)]
な、なんと乱暴な口の利き方…
あまり関わり合いにならない方が
良いかも知れません…
[wait][clear][end]"
msg_187,"[color(yellow)][var(msg_var_0)][color(white)]
そ、その様な話には疎いもので…
[wait][clear][end]"
msg_188,"[color(yellow)][var(msg_var_0)][color(white)]
人間は、愚かに生まれ愚かに死んでしまいますから
その様な大人と子供の意見の違いもあるのですね。
賢く生まれた私には判りかねますがね…
[wait][clear][end]"
msg_189,"[color(yellow)][var(msg_var_0)][color(white)]
若い人間は、無駄に燃えているものですね…
私は、燃え尽きて、やる気のなくなった人間の方が
好きですが…
[wait][clear][end]"
msg_190,[end]
msg_191,[end]
msg_192,[end]
msg_193,"[color(yellow)][var(msg_var_0)][color(white)]
ほぉ…
私に意見を求めるとは…
思っていたより賢明な方の様ですねぇ。
[wait][clear][end]"
msg_194,"[color(yellow)][var(msg_var_0)][color(white)]
悪魔である私に意見を求めるとは…
いやはや、変わった人間ですねぇ…
[wait][clear][end]"
msg_195,"[color(yellow)][var(msg_var_0)][color(white)]
最善の打開策はなぁ…
下らぬ人間共を抹殺する事だっ！
[wait][clear][end]"
msg_196,"[color(yellow)][var(msg_var_0)][color(white)]
貴様等人間の営みなどに
興味の欠片もないわっ！
[wait][clear][end]"
msg_197,"[color(yellow)][var(msg_var_0)][color(white)]
ほぉ、なかなかの皮肉…
私と貴方達には、何処か相通ずものが
ありますねぇ…
[wait][clear][end]"
msg_198,"[color(yellow)][var(msg_var_0)][color(white)]
皮肉を愛する心は、私共悪魔の専売特許…
もしや、貴方達も悪魔なのでは？
[wait][clear][end]"
msg_199,"[color(yellow)][var(msg_var_0)][color(white)]
上手い皮肉は、私の心を和ませます…
なかなかツボを押さえていますね。
[wait][clear][end]"
msg_200,[end]
msg_201,[end]
msg_202,[end]
msg_203,"[color(yellow)][var(msg_var_0)][color(white)]
皮肉は私の専売特許だっ！
[wait][clear][end]"
msg_204,"[color(yellow)][var(msg_var_0)][color(white)]
な、なんと上手い皮肉…
これは、負けを認めざるを得ないか…
[wait][clear][end]"
msg_205,"[color(yellow)][var(msg_var_0)][color(white)]
こ、この私に皮肉とは…
完敗です…
[wait][clear][end]"
msg_206,"[color(yellow)][var(msg_var_0)][color(white)]
み、見事な皮肉…
恐れ入りました…
[wait][clear][end]"
msg_207,"[color(yellow)][var(msg_var_0)][color(white)]
ほぉ…
女性の社会進出に男性が障害だとでも…
女性は上手い逃げ口上を発見しましたねぇ。
[wait][clear][end]"
msg_208,"[color(yellow)][var(msg_var_0)][color(white)]
男性は、うだつが上がらねば妻の所為とし
女性は、社会進出の障害を男性の所為とする。
なかなか興味深い構造ですねぇ…
[wait][clear][end]"
msg_209,"[color(yellow)][var(msg_var_0)][color(white)]
人間界では、男性と女性が戦争でも
始めそうな勢いですねぇ…
実に興味をそそられますよ。
[wait][clear][end]"
msg_210,[end]
msg_211,[end]
msg_212,[end]
msg_213,"[color(yellow)][var(msg_var_0)][color(white)]
そんな貴方達に良い男性をご紹介して
差し上げましょう…
ほぉら、貴方達の目の前に…
[wait][clear][end]"
msg_214,"[color(yellow)][var(msg_var_0)][color(white)]
人間の男性なんか、相手になさらずとも
私で宜しければ…
[wait][clear][end]"
msg_215,[end]
msg_216,[end]
msg_217,[end]
msg_218,"[color(yellow)][var(msg_var_0)][color(white)]
過去を思い出す事で感動を得る。
変わった遊びですねぇ…
[wait][clear][end]"
msg_219,"[color(yellow)][var(msg_var_0)][color(white)]
思い出という奴ですか？
人間の一生は短いですからねぇ…
私共には、とてもとても…
[wait][clear][end]"
msg_220,"[color(yellow)][var(msg_var_0)][color(white)]
思い出話がお好きでしたら
私の思い出話をお聞かせしましょうか？
少々お時間が掛かりますがね…
[wait][clear][end]"
msg_221,"[color(yellow)][var(msg_var_0)][color(white)]
思い出だと… 実に下らぬ…
その下らぬ思い出だけを持って
地獄に落ちるが良い！
[wait][clear][end]"
msg_222,[end]
msg_223,[end]
msg_224,[end]
msg_225,[end]
msg_226,[end]
msg_227,[end]
msg_228,"[color(yellow)][var(msg_var_0)][color(white)]
ほう…
色仕掛けとは、面白い。
私も嫌いな方ではありませんからね。
[wait][clear][end]"
msg_229,"[color(yellow)][var(msg_var_0)][color(white)]
本当に良いのですか？
夜の私は獣ですよ。
[wait][clear][end]"
msg_230,"[color(yellow)][var(msg_var_0)][color(white)]
なかなかの色気ではありませんか。
流石は、熟れた果実…
[wait][clear][end]"
msg_231,"[color(yellow)][var(msg_var_0)][color(white)]
下等生物が何の積もりだっ！
[wait][clear][end]"
msg_232,"[color(yellow)][var(msg_var_0)][color(white)]
ええいっ、気色悪いっ！
食欲も失せるわっ！
[wait][clear][end]"
msg_233,"[color(yellow)][var(msg_var_0)][color(white)]
貴ッ様等ぁ…
図に乗るなっ！
[wait][clear][end]"
msg_234,[end]
msg_235,[end]
msg_236,[end]
msg_237,"[color(yellow)][var(msg_var_0)][color(white)]
ほぉ…
男選びとは、なかなか高尚な趣味ですね…
[wait][clear][end]"
msg_238,"[color(yellow)][var(msg_var_0)][color(white)]
あまり理想が高過ぎると行き遅れになりますよ。
お気を付けになられた方が宜しいかと…
[wait][clear][end]"
msg_239,"[color(yellow)][var(msg_var_0)][color(white)]
命短き人間にとって、配偶者選びは
よほど重要な事の様ですね。
私なら厭きたら、すぐに替えてしまいますが…
[wait][clear][end]"
msg_240,[end]
msg_241,[end]
msg_242,[end]
msg_243,"[color(yellow)][var(msg_var_0)][color(white)]
人間の配偶者選びなどに興味は無いわっ！
[wait][clear][end]"
msg_244,"[color(yellow)][var(msg_var_0)][color(white)]
戦いの場において色恋の話など…
貴様等、生きて帰れる積もりかっ！
[wait][clear][end]"
msg_245,"[color(yellow)][var(msg_var_0)][color(white)]
女性主導なのですか…
人間でなくて良かった…
[wait][clear][end]"
msg_246,"[color(yellow)][var(msg_var_0)][color(white)]
人間の女性は恐ろしい…
[wait][clear][end]"
msg_247,"[color(yellow)][var(msg_var_0)][color(white)]
おや？
余りの恐怖に耐えきれず
お酒に走った様ですね…
[wait][clear][end]"
msg_248,"[color(yellow)][var(msg_var_0)][color(white)]
おやおや、宴会ですか？
この様な所で、なんと脳天気な…
くっくっくっくっ…
[wait][clear][end]"
