﻿msg_0,[end]
msg_111,"[color(yellow)][var(msg_var_0)][color(white)]
おにいちゃんたち、むずかしいこと
よく知ってるんですね！
[wait][clear][end]"
msg_112,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]も、「せーぎ」の
おはなし、したいですぅ！
[wait][clear][end]"
msg_113,"[color(yellow)][var(msg_var_0)][color(white)]
ふみゅぅ…
せーぎ？ って、たくさん食べると
おなかピーになりますかぁ？
[wait][clear][end]"
msg_114,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]には
おねえちゃんが、いるんですよ～。
い～っつも、オヤツとられちゃうんですぅ！
[wait][clear][end]"
msg_115,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
ケンカしてほしいですぅ！
[wait][clear][end]"
msg_116,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]も、
「おにいちゃん」に、なりたいですぅ！
[wait][clear][end]"
msg_117,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]、おうちに帰って
おねえちゃんに、あまえたいですぅ！
[wait][clear][end]"
msg_118,"[color(yellow)][var(msg_var_0)][color(white)]
ぜ～んぜん、うらやましくないもん！
おにいちゃんなんか、いらないですぅ！
ほ、ほんとですぅ！
[wait][clear][end]"
msg_119,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]と、おねえちゃんは
ケンカ中なんですぅ！
思い出しちゃうから、やめてください！
[wait][clear][end]"
msg_120,"[color(yellow)][var(msg_var_0)][color(white)]
ふみゅぅ…
おにいちゃん、ほしいですぅ…
[wait][clear][end]"
msg_121,"[color(yellow)][var(msg_var_0)][color(white)]
自分の、かぞくなのに
きらいなんですかぁ…？
[wait][clear][end]"
msg_122,"[color(yellow)][var(msg_var_0)][color(white)]
オトナなかんじですぅ！
[wait][clear][end]"
msg_123,"[color(yellow)][var(msg_var_0)][color(white)]
おさけは、「おまつり」と「ぎしき」のときだけ、
のませてもらえるですぅ。
[wait][clear][end]"
msg_124,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
大人も、いろいろタイヘンなんですね！
[wait][clear][end]"
msg_125,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]も、大スキですぅ！
[wait][clear][end]"
msg_126,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]だって、のみたいのに
おじちゃんたち、ズルイですぅ！
[wait][clear][end]"
msg_127,"[color(yellow)][var(msg_var_0)][color(white)]
ま、まさか、おさけのまされて
「ゆーかい」されるんじゃ…
[wait][clear][end]"
msg_128,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]は、おさけのんだら
あばれるらしいんですぅ…
[wait][clear][end]"
msg_129,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]はぁ、どっちも
おうえんしてますぅ～！
[wait][clear][end]"
msg_130,"[color(yellow)][var(msg_var_0)][color(white)]
男の人は、いつまでたっても
子どもですね！
[wait][clear][end]"
msg_131,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]も、
おなかまに入れてください！
[wait][clear][end]"
msg_132,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]のほうが
大人ですぅ！
[wait][clear][end]"
msg_133,"[color(yellow)][var(msg_var_0)][color(white)]
もぅケンカおわりですかぁ？
つまんないですぅ！
[wait][clear][end]"
msg_134,"[color(yellow)][var(msg_var_0)][color(white)]
えっと、えっと、えっとぉ…
わ、わかんないですぅ…ふぇぇええん！
[wait][clear][end]"
msg_135,"[color(yellow)][var(msg_var_0)][color(white)]
…かっ、帰りたいですぅ…パパぁ…
[wait][clear][end]"
msg_136,"[color(yellow)][var(msg_var_0)][color(white)]
大人はカッコイイですぅ！
[var(msg_var_0)]も、
はやく大人になりたいですぅ！
[wait][clear][end]"
msg_137,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]、頭がよくなったような
気がしますぅ！
[wait][clear][end]"
msg_138,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]、たよられちゃってますぅ。
[wait][clear][end]"
msg_139,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
よくわかんないけど、さんせいしますぅ！
[wait][clear][end]"
msg_140,"[color(yellow)][var(msg_var_0)][color(white)]
むずかしいおはなし、
きらいですぅ！
[wait][clear][end]"
msg_141,"[color(yellow)][var(msg_var_0)][color(white)]
ほめじょうずですぅ。
[wait][clear][end]"
msg_142,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
ほめられちゃいましたぁ！
[wait][clear][end]"
msg_143,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]のこと、きらいなのかなぁ…
[wait][clear][end]"
msg_144,"[color(yellow)][var(msg_var_0)][color(white)]
おしごと、たいへんなんですね。
[wait][clear][end]"
msg_145,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]も、
おしごとって、してみたいですぅ。
[wait][clear][end]"
msg_146,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]も、
おしごとしてみたいんですぅ！
おねえちゃんたち、ズルイですぅ！
[wait][clear][end]"
msg_147,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]も、
おしごとしてみたいですぅ…
[wait][clear][end]"
msg_148,"[color(yellow)][var(msg_var_0)][color(white)]
ちょっとだけ、うらやましいですぅ…
[wait][clear][end]"
msg_149,"[color(yellow)][var(msg_var_0)][color(white)]
男の人って、こわいんですねぇ。
[wait][clear][end]"
msg_150,"[color(yellow)][var(msg_var_0)][color(white)]
男の人のこと、よくわかんないですぅ。
[wait][clear][end]"
msg_151,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]、子どもでよかったですぅ！
[wait][clear][end]"
msg_152,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]には
わかりませんっ！
[wait][clear][end]"
msg_153,"[color(yellow)][var(msg_var_0)][color(white)]
ど～せ[var(msg_var_0)]には
そんなケイケンありませんっっ！
[wait][clear][end]"
msg_154,"[color(yellow)][var(msg_var_0)][color(white)]
おねえちゃんのこと、スキなんですね。
[wait][clear][end]"
msg_155,"[color(yellow)][var(msg_var_0)][color(white)]
どして、そのおねえちゃんのこと
まもるんですかぁ？
[wait][clear][end]"
msg_156,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
じゃぁ、じゃぁ、おにいちゃんも、
いっしょにころしちゃいますぅ！
[wait][clear][end]"
msg_157,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
テレビみたいですぅ！
[wait][clear][end]"
msg_158,"[color(yellow)][var(msg_var_0)][color(white)]
おねえちゃんばっかり、ズルイですぅ！
[wait][clear][end]"
msg_159,"[color(yellow)][var(msg_var_0)][color(white)]
メガネのおにいちゃん、
どして、ないちゃいそ～なんですかぁ？
[wait][clear][end]"
msg_160,"[color(yellow)][var(msg_var_0)][color(white)]
人間のきょーだいは、
そんなことするんですね。
[wait][clear][end]"
msg_161,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
人間は、ヘンですぅ！
[wait][clear][end]"
msg_162,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]には、かんけいないですぅ！
[wait][clear][end]"
msg_163,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]には、
わからないせかいですぅ…
[wait][clear][end]"
msg_164,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]は、
かっこいいおにいちゃんのほう、
おうえんしますぅ！
[wait][clear][end]"
msg_165,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
おにいちゃん、いがいと子どもですね！
[wait][clear][end]"
msg_166,"[color(yellow)][var(msg_var_0)][color(white)]
ふみゅぅ…
[var(msg_var_0)]には、りかいふの～ですぅ…
[wait][clear][end]"
msg_167,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]も、早く大人になって
そ～ゆうこと、したいですぅ。
[wait][clear][end]"
msg_168,"[color(yellow)][var(msg_var_0)][color(white)]
んん～？？
どっか、いたいんですかぁ？
[wait][clear][end]"
msg_169,"[color(yellow)][var(msg_var_0)][color(white)]
むぅー！
[var(msg_var_0)]だって、オトナになったら
「おいろけ」になりますぅ！
[wait][clear][end]"
msg_170,"[color(yellow)][var(msg_var_0)][color(white)]
ど、どしたんですかぁ…
[wait][clear][end]"
msg_171,"[color(yellow)][var(msg_var_0)][color(white)]
ふみゅぅ…
おねえちゃんたち、グネグネしてますぅ…
ホネ、なくなっちゃったんですかぁ…？
[wait][clear][end]"
msg_172,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]じゃ、ダメですかぁ？
[wait][clear][end]"
msg_173,"[color(yellow)][var(msg_var_0)][color(white)]
ええ～っ！
おねえちゃん、けっこん
してなかったんですかぁ？
[wait][clear][end]"
msg_174,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
けっこん、[var(msg_var_0)]も
したいですぅ～！
[wait][clear][end]"
msg_175,"[color(yellow)][var(msg_var_0)][color(white)]
ダメですっっ！
おにいちゃんは、[var(msg_var_0)]と
けっこんするんですぅ！
[wait][clear][end]"
msg_176,"[color(yellow)][var(msg_var_0)][color(white)]
おねえちゃんじゃ、およめさんには
なれっこないですぅ！
[wait][clear][end]"
msg_177,"[color(yellow)][var(msg_var_0)][color(white)]
…[var(msg_var_0)]も、
けっこんできなかったら…
おねえちゃんみたいに、なっちゃいますか…？
[wait][clear][end]"
msg_178,"[color(yellow)][var(msg_var_0)][color(white)]
はぁ～い！
[var(msg_var_0)]、のみますぅ！
[wait][clear][end]"
msg_179,"[color(yellow)][var(msg_var_0)][color(white)]
メガネのおにいちゃん、
かなしいんですかぁ？
フラれちゃったんですかぁ？
[wait][clear][end]"
msg_180,"[color(yellow)][var(msg_var_0)][color(white)]
おさけのんだら、おこられちゃいますぅ！
[var(msg_var_0)]が、おこられても
いいんですかぁっ？
[wait][clear][end]"
msg_181,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]だって、のみたいの、
ガマンしてるんですよっっ！
[wait][clear][end]"
msg_182,"[color(yellow)][var(msg_var_0)][color(white)]
はぁ～い！
わかりましたぁ！
[wait][clear][end]"
msg_183,"[color(yellow)][var(msg_var_0)][color(white)]
あいのむち、ですかぁ？
[wait][clear][end]"
msg_184,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
おこられちゃいましたぁ！
[wait][clear][end]"
msg_185,"[color(yellow)][var(msg_var_0)][color(white)]
パパに言いつけちゃいますっ！
[wait][clear][end]"
msg_186,"[color(yellow)][var(msg_var_0)][color(white)]
人間は、おばけ、こわくないんですかぁ？
[wait][clear][end]"
msg_187,[end]
msg_188,[end]
msg_189,[end]
msg_190,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
も～っと、あそんであげますぅ！
[wait][clear][end]"
msg_191,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]、つよいんですぅ！
[wait][clear][end]"
msg_192,"[color(yellow)][var(msg_var_0)][color(white)]
よわいから、いけないんですぅ！
[wait][clear][end]"
msg_193,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]は、わるくないですぅ！
[wait][clear][end]"
msg_194,"[color(yellow)][var(msg_var_0)][color(white)]
バチがあたったんですぅ！
[wait][clear][end]"
msg_195,"[color(yellow)][var(msg_var_0)][color(white)]
こわいかお、しないでください…
[wait][clear][end]"
msg_196,[end]
msg_197,[end]
msg_198,[end]
msg_199,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
人間は、よわいから、
しょ～がないですぅ！
[wait][clear][end]"
msg_200,"[color(yellow)][var(msg_var_0)][color(white)]
どしてなくのか、
ぜ～んぜんわかりませんっ！
[wait][clear][end]"
msg_201,"[color(yellow)][var(msg_var_0)][color(white)]
か、かわいそうですぅ…
[wait][clear][end]"
msg_202,"[color(yellow)][var(msg_var_0)][color(white)]
なかないでください…
[wait][clear][end]"
msg_203,"[color(yellow)][var(msg_var_0)][color(white)]
ふみゅぅ…
[var(msg_var_0)]、ないちゃいますぅ…
[wait][clear][end]"
msg_204,[end]
msg_205,[end]
msg_206,[end]
msg_207,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
なにしてるんですかぁ？
そのひと、しんでますよぉ？
[wait][clear][end]"
msg_208,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
そのひと、聞こえてませんよぉ？
[wait][clear][end]"
msg_209,"[color(yellow)][var(msg_var_0)][color(white)]
しんだひとと
おはなししないでください！
[wait][clear][end]"
msg_210,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]とも、
おはなししてください！
[wait][clear][end]"
msg_211,"[color(yellow)][var(msg_var_0)][color(white)]
[var(msg_var_0)]とも、
おはなししてください！
[wait][clear][end]"
msg_212,"[color(yellow)][var(msg_var_0)][color(white)]
し、しんだひとと、おはなししてますぅ…
[wait][clear][end]"
msg_213,"[color(yellow)][var(msg_var_0)][color(white)]
し、しんだひとがスキなのかなぁ…
[wait][clear][end]"
msg_214,[end]
msg_215,[end]
msg_216,[end]
msg_217,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
ひどいですぅ！
あくまみたいですぅ！
[wait][clear][end]"
msg_218,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
人間って、おもしろいですぅ！
[wait][clear][end]"
msg_219,"[color(yellow)][var(msg_var_0)][color(white)]
キャハハッ！
[var(msg_var_0)]も、
わるぐち言いたいですぅ！
[wait][clear][end]"
msg_220,"[color(yellow)][var(msg_var_0)][color(white)]
そんなの、ひどいですぅ！
[wait][clear][end]"
