﻿msg_0,[end]
msg_104,"[color(yellow)][var(msg_var_0)][color(white)]
心優シキ 若者達ヨ…
我ハ 嬉シク思ウゾ
[wait][clear][end]"
msg_105,"[color(yellow)][var(msg_var_0)][color(white)]
我ハ ソノ心ダケデ 充分ダ…
[wait][clear][end]"
msg_106,"[color(yellow)][var(msg_var_0)][color(white)]
コノ歳ニナルト 悩ミナド 無クナルモノダ…
シカシ ソノ気持チハ 有難ク 受ケ取ロウ
[wait][clear][end]"
msg_107,"[color(yellow)][var(msg_var_0)][color(white)]
ウヌ等如キニ 心配サレル程
我ハ 老イボレテ オランワ！
[wait][clear][end]"
msg_108,"[color(yellow)][var(msg_var_0)][color(white)]
ソノ目ノ奥ニ 邪気ガ潜ンデイル！
ウヌ等ノ言葉 信ジル訳ニハ イカヌ！
[wait][clear][end]"
msg_109,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_110,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_111,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_112,"[color(yellow)][var(msg_var_0)][color(white)]
ナルホド…
他人ノ 話ヲ 聞ク事ガ ウヌノ 生業カ
[wait][clear][end]"
msg_113,"[color(yellow)][var(msg_var_0)][color(white)]
ソノ 手ニ持ッテイル道具ハ
一体何デ アロウ…
[wait][clear][end]"
msg_114,"[color(yellow)][var(msg_var_0)][color(white)]
我ニ 聞キタキ事アラバ
ソノ道具 我ニ 向ケルガ良イ
[wait][clear][end]"
msg_115,"[color(yellow)][var(msg_var_0)][color(white)]
若者ノ言葉ハ 実ニ 清々シイ
気持チノ良イモノダナ…
[wait][clear][end]"
msg_116,"[color(yellow)][var(msg_var_0)][color(white)]
我モ ソレハ 聞キタキ事デ アッタ
代ワリニ 聞イテクレタ事 感謝スル
[wait][clear][end]"
msg_117,"[color(yellow)][var(msg_var_0)][color(white)]
コノ神聖ナル 決闘ノ場デ…
ソレ以上 続ケル様デアラバ
食イ殺シテクレル！
[wait][clear][end]"
msg_118,"[color(yellow)][var(msg_var_0)][color(white)]
ウヌ等 フザケテイルノカ…
イイ加減ニセヌノナラ
我ガ 恐ロシサ 思イ知ラセテクレルゾ！
[wait][clear][end]"
msg_119,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_120,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_121,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_122,"[color(yellow)][var(msg_var_0)][color(white)]
ナルホド…
踊ル事ガ ウヌノ 生業カ
[wait][clear][end]"
msg_123,"[color(yellow)][var(msg_var_0)][color(white)]
ナカナカ 激シイ 踊リダナ
ウヌノ 内面ノ 現レカ…
[wait][clear][end]"
msg_124,"[color(yellow)][var(msg_var_0)][color(white)]
ソノ激シサノ中ニ 見エ隠レスル
一抹ノ寂シサ…
ナカナカ 良ク出来タ 踊リダ！
[wait][clear][end]"
msg_125,"[color(yellow)][var(msg_var_0)][color(white)]
ウヌノ芸 堪能サセテ モラッタ
楽シイ 一時 有リ難ク 思ウゾ
[wait][clear][end]"
msg_126,"[color(yellow)][var(msg_var_0)][color(white)]
コレハ コレハ！
思ワヌ所デ 面白イ物ヲ 見ル事ガデキタ
[wait][clear][end]"
msg_127,"[color(yellow)][var(msg_var_0)][color(white)]
真ノ 踊リハ 踊ル本人ノミナラズ
見テイル側ノ 心モ 踊ラセルモノ…
天晴デアッタ！
[wait][clear][end]"
msg_128,"[color(yellow)][var(msg_var_0)][color(white)]
ヌヌヌヌヌ…
ウヌハ 我ヲ 侮辱シテイルノカ…
ユ 許セヌ
[wait][clear][end]"
msg_129,"[color(yellow)][var(msg_var_0)][color(white)]
生死ヲ賭ケタ 勝負ヲ 愚弄スル気カ！！
[wait][clear][end]"
msg_130,"[color(yellow)][var(msg_var_0)][color(white)]
一体 何処ダト 心得テイル！！
[wait][clear][end]"
msg_131,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_132,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_133,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_134,"[color(yellow)][var(msg_var_0)][color(white)]
其ノ真剣ナ 眼差シ…
気ニナルナ…
[wait][clear][end]"
msg_135,"[color(yellow)][var(msg_var_0)][color(white)]
ウヌガ忠告 真摯ニ 受ケ止メヨウ
[wait][clear][end]"
msg_136,"[color(yellow)][var(msg_var_0)][color(white)]
コノ老イタ 我ガ身
何故ニ 気ニ掛ケルノダ…
[wait][clear][end]"
msg_137,"[color(yellow)][var(msg_var_0)][color(white)]
年老イテ 身寄リモ無キ 我ノ事
案ジテ クレヨウトハ…
[wait][clear][end]"
msg_138,"[color(yellow)][var(msg_var_0)][color(white)]
ナント優シキ 言葉…
涙モ心モ 枯レ果テタトイウノニ
心ニ 溢レル コレハ…
[wait][clear][end]"
msg_139,"[color(yellow)][var(msg_var_0)][color(white)]
ウヌノ言霊ニ 光ヲ 感ズル…
我ノ穢レタ心モ 洗ワレテユク…
[wait][clear][end]"
msg_140,"[color(yellow)][var(msg_var_0)][color(white)]
ウヌノ瞳 泥沼ノ如ク濁リ
邪悪ナル光ヲ 宿シテイル
企ミハ 何ゾ！
[wait][clear][end]"
msg_141,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_142,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_143,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_144,"[color(yellow)][var(msg_var_0)][color(white)]
正義トハ…
悠久ノ時スラ コノ我ニ 教エル事無キ 知識…
我モ 其ノ意味 知リタイモノダ…
[wait][clear][end]"
msg_145,"[color(yellow)][var(msg_var_0)][color(white)]
正義ハ 常ニ 正シキ若者ヲ 導イテ来タ…
シカシ 彼等ヲ迷ワセルノモ マタ正義…
確カニ 難問ダナ…
[wait][clear][end]"
msg_146,"[color(yellow)][var(msg_var_0)][color(white)]
考エヨ 若者ヨ…
其レハ 未ダ 答エ無キ 難問
答エ出サバ 我ニ 聞カセヨ
[wait][clear][end]"
msg_147,"[color(yellow)][var(msg_var_0)][color(white)]
戯ケメ！
正義トハ 言葉デナク 心ダ
其ノ様ナ 問答 時間ノ 無駄ゾ！
[wait][clear][end]"
msg_148,"[color(yellow)][var(msg_var_0)][color(white)]
実ニ 下ラヌ人間！
正義ナド 語ルモノデハ ナイ！
行動ガ 全テゾ！
[wait][clear][end]"
msg_149,"[color(yellow)][var(msg_var_0)][color(white)]
頭バカリノ 正義ナド 役ニ立タヌワ！
心ト 行動デ 示セ コノ戯ケガ！
[wait][clear][end]"
msg_150,"[color(yellow)][var(msg_var_0)][color(white)]
我ハ 何ガ正義カハ 知ラヌガ
我ガ 悪ダトイウ事ハ 知ッテイル…
何時カハ 正義ニ 討タレル 運命ダト…
[wait][clear][end]"
msg_151,"[color(yellow)][var(msg_var_0)][color(white)]
若者ヨ…
ウヌハ 正義ヲ 求メル者カ…
ヨモヤ 我ヲ 討タント…
[wait][clear][end]"
msg_152,"[color(yellow)][var(msg_var_0)][color(white)]
我ハ 悪魔…
正義ト 対ヲ 成ス者…
我ヲ 討ツカ…
[wait][clear][end]"
msg_153,"[color(yellow)][var(msg_var_0)][color(white)]
愛スレバコソ 素直ニナレヌ事モアル
其レヲ 理解スルモ マタ 愛ダ…
[wait][clear][end]"
msg_154,"[color(yellow)][var(msg_var_0)][color(white)]
兄弟ハ 最モ近キ 他人トイウ…
実ハ 最モ 付キ合イ難キ 他人ヤモ知レヌ
[wait][clear][end]"
msg_155,"[color(yellow)][var(msg_var_0)][color(white)]
子ハ 知ラヌ間ニ 成長シテイルモノ…
詮索セヌ事モ マタ 愛…
[wait][clear][end]"
msg_156,"[color(yellow)][var(msg_var_0)][color(white)]
美シキ 兄弟愛…
心温マルモノダ…
[wait][clear][end]"
msg_157,"[color(yellow)][var(msg_var_0)][color(white)]
我ガ胸ニ 去来スル 懐カシキ 思イ出
今ハ無キ 兄ノ 優シサ…
[wait][clear][end]"
msg_158,"[color(yellow)][var(msg_var_0)][color(white)]
心配スル兄 心配掛ケマイトスル弟…
ナント感動的ナ 場面…
[wait][clear][end]"
msg_159,"[color(yellow)][var(msg_var_0)][color(white)]
ソノ様ナ 見苦シイ 茶番
早々ニ 止メネバ 食ッテシマウゾ！
[wait][clear][end]"
msg_160,"[color(yellow)][var(msg_var_0)][color(white)]
ソノ冗談 マダ 続ケル様デ アレバ
ウヌ等ヲ 食イ殺シテ クレルゾ！
[wait][clear][end]"
msg_161,"[color(yellow)][var(msg_var_0)][color(white)]
一体 何処ダト 心得テイルノダ！！
[wait][clear][end]"
msg_162,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_163,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_164,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_165,"[color(yellow)][var(msg_var_0)][color(white)]
ナルホド…
人間ト酒トハ 神話ノ時代ヨリノ
友デ アルカラナ…
[wait][clear][end]"
msg_166,"[color(yellow)][var(msg_var_0)][color(white)]
酒ハ百薬ノ長 マタ 百毒ノ長
薬トナルカ 毒トナルカハ
飲ム者ノ 心掛ケ次第ダ…
[wait][clear][end]"
msg_167,"[color(yellow)][var(msg_var_0)][color(white)]
酒ニ マツワル 言葉ノ多サ…
其レコソ人間ガ 如何ニ酒ヲ 愛シテイルカノ
証明デ アロウ
[wait][clear][end]"
msg_168,"[color(yellow)][var(msg_var_0)][color(white)]
我モ 酒ヲ好ム者…
同好ノ士トノ 出会イ
マタ 格別ノ物ダナ
[wait][clear][end]"
msg_169,"[color(yellow)][var(msg_var_0)][color(white)]
酒ヲ友トスル者…
其レハ 即チ 我ヲ友トスル者
出会エテ 嬉シイゾ
[wait][clear][end]"
msg_170,"[color(yellow)][var(msg_var_0)][color(white)]
我モ 酒ヲ好ム者…
イツノ日カ ウヌト酒ヲ
酌ミ交ワシタイモノヨ…
[wait][clear][end]"
msg_171,"[color(yellow)][var(msg_var_0)][color(white)]
人間如キニ 酒ノ真ノ味ナド解ラヌワ！
[wait][clear][end]"
msg_172,"[color(yellow)][var(msg_var_0)][color(white)]
モハヤ 今ノ ウヌ等ニトッテ
酒ノ味ナド 思イ出ニ過ギヌワ！
[wait][clear][end]"
msg_173,"[color(yellow)][var(msg_var_0)][color(white)]
既ニ コノ世ニハ ウヌ等ガ飲ムベキ酒ナド
一滴モ アラヌワ！
[wait][clear][end]"
msg_174,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_175,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_176,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_177,"[color(yellow)][var(msg_var_0)][color(white)]
ソコマデ人間ヲ 熱クサセルトハ…
興味深イ 文化デアルナ
[wait][clear][end]"
msg_178,"[color(yellow)][var(msg_var_0)][color(white)]
太古ノ昔ヨリ 人間ノ血ニ受ケ継ガレタ
集団ヘノ帰属意識ガ サセルノデ アロウカ？
実ニ 興味深イ…
[wait][clear][end]"
msg_179,"[color(yellow)][var(msg_var_0)][color(white)]
古来 集団ガ崇メル 「シンボル」ヨリ 力ヲ得ル
コレヲ 「トーテミズム」ト言ウ…
野球トハ 現代ノ「トーテム」デ アロウカ？
[wait][clear][end]"
msg_180,"[color(yellow)][var(msg_var_0)][color(white)]
下ラヌ争イニ 我ヲ巻キ込ムデナイ！
[wait][clear][end]"
msg_181,"[color(yellow)][var(msg_var_0)][color(white)]
ウヌガ態度 気ニ入ラヌ！
[wait][clear][end]"
msg_182,"[color(yellow)][var(msg_var_0)][color(white)]
人間如キノ風俗ニ 興味ナド無イワ！
[wait][clear][end]"
msg_183,"[color(yellow)][var(msg_var_0)][color(white)]
出ない様に個性又は表の変更を要する
[wait][clear][end]"
msg_184,"[color(yellow)][var(msg_var_0)][color(white)]
出ない様に個性又は表の変更を要する
[wait][clear][end]"
msg_185,"[color(yellow)][var(msg_var_0)][color(white)]
出ない様に個性又は表の変更を要する
[wait][clear][end]"
msg_186,"[color(yellow)][var(msg_var_0)][color(white)]
大人ニハ大人ノ 子供ニハ子供ノ 見方ガアル
アタカモ 別ノ世界ノ 生物ノ如ク…
不思議ナモノダナ…
[wait][clear][end]"
msg_187,"[color(yellow)][var(msg_var_0)][color(white)]
歳ヲ経ルト 大事ナ物ヲ得 同時ニ 失ッテイク…
ソレガ 大人ニ ナルトイウ事ナノカモ知レヌ…
[wait][clear][end]"
msg_188,"[color(yellow)][var(msg_var_0)][color(white)]
子供ノ大事ナ物 大人ノ守ルベキ物…
徐々ニ 変ワッテ行ク…
ドチラガ 真ニ 大切ナノカ…
[wait][clear][end]"
msg_189,"[color(yellow)][var(msg_var_0)][color(white)]
若キ者ト 年老イシ者…
実ニ 面白キ 問答ダナ
[wait][clear][end]"
msg_190,"[color(yellow)][var(msg_var_0)][color(white)]
若キ者ノ言葉 清々シク
年老イシ者ノ言葉ハ 経験ニ 満チテイル…
ナカナカ楽シキ 話デアッタゾ
[wait][clear][end]"
msg_191,[end]
msg_192,[end]
msg_193,[end]
msg_194,"[color(yellow)][var(msg_var_0)][color(white)]
我ニ 意見ヲ 求メルカ…
フム… 如何答エタモノカ…
[wait][clear][end]"
msg_195,"[color(yellow)][var(msg_var_0)][color(white)]
混乱シタ 現代ノ人間社会…
悪魔タル 我ガ意見モ 必要ト イウ事カ…
[wait][clear][end]"
msg_196,"[color(yellow)][var(msg_var_0)][color(white)]
人間ガ 悪魔ニ 意見ヲ 求メル…
世モ 変ワッタモノヨ…
[wait][clear][end]"
