﻿msg_0,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_92,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！
なんでそんなイジワルいうのさ！！
にんげんなんて、キライだよっ！！
[wait][clear][end]"
msg_93,"[color(yellow)][var(msg_var_0)][color(white)]
ふんふん…
にんげんって、オトコのヒトのほうが
つよいみたいだね。どうしてかなぁ？
[wait][clear][end]"
msg_94,"[color(yellow)][var(msg_var_0)][color(white)]
オトコのヒトって、ワルモノなの？
ぼくには、よくわかんないや…
[wait][clear][end]"
msg_95,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！！
オトコだって、ワルモノばっかじゃないよ！！
なんでそんなイジワルいうのさーっ！！
[wait][clear][end]"
msg_96,"[color(yellow)][var(msg_var_0)][color(white)]
おにいちゃん…
つよそうだね！
[wait][clear][end]"
msg_97,"[color(yellow)][var(msg_var_0)][color(white)]
それじゃあ、ぼくがワルモノみたいだよ！！
シツレイだなあ、もうっ！！
[wait][clear][end]"
msg_98,"[color(yellow)][var(msg_var_0)][color(white)]
おにいちゃんたち、なかよし
だったみたいだね…
[wait][clear][end]"
msg_99,"[color(yellow)][var(msg_var_0)][color(white)]
おにいちゃん、カッコいいなぁ…
ぼくもおおきくなったら
おにいちゃんみたいに、なりたいなぁ…
[wait][clear][end]"
msg_100,"[color(yellow)][var(msg_var_0)][color(white)]
なんだかドキドキしてきたなぁ…
むねのあたりが、ホワ～ッてするよ…
[wait][clear][end]"
msg_101,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！
なにやってんのさ！
おねえちゃんたち、ばかみたいだよ！！
[wait][clear][end]"
msg_102,"[color(yellow)][var(msg_var_0)][color(white)]
オンナのヒトって、オトコのヒトの
おはなしがすきなんだね！
ぼくには、よくわかんないけど…
[wait][clear][end]"
msg_103,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
おねえちゃん、たのしそうだネ！
たのしいって、いいコトだよね？
[wait][clear][end]"
msg_104,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！！
なんでぼくのコト、おはなしして
くれないのさーっ！！
[wait][clear][end]"
msg_105,"[color(yellow)][var(msg_var_0)][color(white)]
あ、ぼくまだのめないよ。
それにしても、せびろのおじちゃん…
なにかあったのかなぁ！？
[wait][clear][end]"
msg_106,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！！
おさけのませて、ヘンなコトするきだろーっ！！
ふんっ、だまされないもんね！！
[wait][clear][end]"
msg_107,"[color(yellow)][var(msg_var_0)][color(white)]
へえぇ～…
にんげんって、そんなおはなしで
コワがるんだ…
[wait][clear][end]"
msg_108,"[color(yellow)][var(msg_var_0)][color(white)]
めでたし、めでたし！
…だよね？
[wait][clear][end]"
msg_109,"[color(yellow)][var(msg_var_0)][color(white)]
そ、それだけなのっ！？
ぜんっぜん、おもしろくないよっ！
ママのおこごとより、たいくつだネ！！
[wait][clear][end]"
msg_110,"[color(yellow)][var(msg_var_0)][color(white)]
ひ、ひゃあぁぁぁ…
おしっこ、もらしちゃったぁ…
[wait][clear][end]"
msg_111,[end]
msg_112,[end]
msg_113,[end]
msg_114,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
にんげんって、おこっても
おもしろいんだネ！！
[wait][clear][end]"
msg_115,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！
これいじょう、ぼくをおこらせると
「ぜんめつ」させちゃうよ、ホントに！！
[wait][clear][end]"
msg_116,"[color(yellow)][var(msg_var_0)][color(white)]
そ、そんなにおこらないで…
ぼ、ぼくがわるかったよぉ…ぐすっ
[wait][clear][end]"
msg_117,[end]
msg_118,[end]
msg_119,[end]
msg_120,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
にんげんが、かなしんでるゾ！
か～わいいっ！
[wait][clear][end]"
msg_121,"[color(yellow)][var(msg_var_0)][color(white)]
あっ…
それってなんか、ウソっぽいよ！
あったまくるなぁ、もうっ！！
[wait][clear][end]"
msg_122,"[color(yellow)][var(msg_var_0)][color(white)]
そ、それじゃ…
ぼくがワルモノみたいだよ…
うっ、うっ、うわあ～ん！！
[wait][clear][end]"
msg_123,[end]
msg_124,[end]
msg_125,[end]
msg_126,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
しんだヒトと、おはなししてるぅ！！
にんげんって、おもしろいなぁ！！
[wait][clear][end]"
msg_127,"[color(yellow)][var(msg_var_0)][color(white)]
いまごろなにをいってるのさ！
ハッキリいって、もうおそいよ！！
[wait][clear][end]"
msg_128,"[color(yellow)][var(msg_var_0)][color(white)]
ど、どうしちゃったの、きゅうに…
な、なんかブキミだよ…
[wait][clear][end]"
msg_129,[end]
msg_130,[end]
msg_131,[end]
msg_132,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
にんげんってザンコクなんだネ！
ちょっとみなおしちゃったよ！
[wait][clear][end]"
msg_133,"[color(yellow)][var(msg_var_0)][color(white)]
に、にんげんって
しんだらワルグチいわれるんだ…
ひ、ひゃあぁぁぁ…
[wait][clear][end]"
msg_134,[end]
msg_135,[end]
msg_136,[end]
msg_137,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
にんげんって「おちょうしもの」だネ！
ぼくもう、だあいすきぃ♥
[wait][clear][end]"
msg_138,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
そのおかおは…「えすて」にいったんだね！
かっわいい～っ！
[wait][clear][end]"
msg_139,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
「えすて」にいったんだね！
おかおがとってもキレイだよ！
[wait][clear][end]"
msg_140,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
すっごいびじんっ！！
さては「えすて」にいったんだね！？
[wait][clear][end]"
msg_141,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！！
オトコのくせに「えすて」にいったの！？
きもちわるいなあ、もうっ！！
[wait][clear][end]"
msg_142,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！！
なんなの、そのおかおっ！！
さては「えすて」にいっただろーっ！！
[wait][clear][end]"
msg_143,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！！
オトコのくせに「えすて」にいったの！？
あのねぇオトコはねぇ、おかおじゃないんだよ！
[wait][clear][end]"
msg_144,"[color(yellow)][var(msg_var_0)][color(white)]
そうだっ！
こんどは、ぼくがおねえちゃんに
インタビューするねっ！
[wait][clear][end]"
msg_145,"[var(msg_var_0)]って、しってますかあ？
[end_choice][clear][end]"
msg_145_Choice1,知ってる。あの子、すっごいかわいいよね！
msg_145_Choice2,知らない。どうせロクでもない悪魔でしょ！
msg_146,"でも…にんげんって、どんなコトでなやむのかな？
[end_choice][clear][end]"
msg_146_Choice1,やっぱ恋愛でしょ！
msg_146_Choice2,お金の事かなぁ…
msg_146_Choice3,勉強とかかなぁ…
msg_146_Choice4,う～ん…色々あるわね
msg_147,"[color(yellow)][var(msg_var_0)][color(white)]
イロイロって、なにかなぁ…
きになるんだよなぁ…
[wait][clear][end]"
msg_148,"[color(yellow)][var(msg_var_0)][color(white)]
もうっ！
イロイロってなんなのさ！
ちゃんとおしえてよお！！
[wait][clear][end]"
msg_149,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇ、かみのながいおねえちゃんと
みじかいおねえちゃん…
おりょうりがじょうずなのは、どっち？？？
[wait][clear][end]"
msg_150,"どっちがおりょうり、じょうずなのぉ？
[end_choice][clear][end]"
msg_150_Choice1,意外なことに、短い髪のお姉ちゃん！
msg_150_Choice2,見た目どおり、長い髪のお姉ちゃん！
msg_150_Choice3,アンタのママにゃ、かなわんって！
msg_151,"このホワ～ッてするかんじ…なんなのかなぁ？
[end_choice][clear][end]"
msg_151_Choice1,恋の予感ってやつね、きっと！
msg_151_Choice2,胸焼けね。飲み過ぎは体にドクよ！
msg_151_Choice3,武者震いね。いいわ、受けて立とうじゃない！
msg_152,"[color(yellow)][var(msg_var_0)][color(white)]
そうだっ！！
いってみよぉ、[var(msg_var_0)]の
とつげき、いんたびゅ～～～っ！！
[wait][clear][end]"
msg_153,"こんなところに、なにしにきましたかぁ？
[end_choice][clear][end]"
msg_153_Choice1,悪魔退治に来たの
msg_153_Choice2,お買い物に来たの
msg_153_Choice3,七色のお花を探しに…
msg_154,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、そうそう！
ぼくねぇ、このまえ
すっごい、わるいコトしたんだよ！
[wait][clear][end]"
msg_155,"なにをしたとおもう？
[end_choice][clear][end]"
msg_155_Choice1,赤信号を無視して渡った、とか…？
msg_155_Choice2,人間と間違えて、悪魔を食べた、とか…？
msg_155_Choice3,ご両親の寝室を覗き見…いや、何でもない
msg_156,"[color(yellow)][var(msg_var_0)][color(white)]
ぶっぶ～だよ！
でもぉ…それってわるいコトなの？
きになるんだよなぁ…
[wait][clear][end]"
msg_157,"[color(yellow)][var(msg_var_0)][color(white)]
ぴんぽ～ん、だよ！
ヒャハハハハッ！
ね、ぼくってわるいコでしょ？
[wait][clear][end]"
msg_158,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、なんでしってるのさ！
さてはおじちゃん…みてただろーっ！！
[wait][clear][end]"
msg_159,"[color(yellow)][var(msg_var_0)][color(white)]
えっ…、なんでのぞいちゃいけないの？
ま、まさか…
パパが、ママを、た、たべてるとか…！！
[wait][clear][end]"
msg_160,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ、おじちゃんたち！
もう「せいぎのみかた」なんかやめて
アクマになったらあ！？
[wait][clear][end]"
msg_161,"ねぇ、おじちゃ～ん、アクマになろうよぉ！
[end_choice][clear][end]"
msg_161_Choice1,乾坤一擲…腹を決めるか
msg_161_Choice2,君子危うきに近寄らず…俺は結構だ
msg_161_Choice3,おじちゃんと呼ぶな！俺はまだ二十歳だ！！
msg_162,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
じょうだんだよ、じょうだん！
ちょっとビックリしたあ？
[wait][clear][end]"
msg_163,"[color(yellow)][var(msg_var_0)][color(white)]
そっかぁ…
ザンネンだけど
しかたないよね…
[wait][clear][end]"
msg_164,"[color(yellow)][var(msg_var_0)][color(white)]
ヒャハハハハッ！
じゃあ、ぼくよりずっとわかいんだぁ…
ゴメンね、おじちゃ～ん！！
[wait][clear][end]"
msg_165,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇ…
こんなコト、おじちゃんに
きいてもしかたないんだけど…
[wait][clear][end]"
msg_166,"なんでぼくは、アクマにうまれたのかなぁ？
[end_choice][clear][end]"
msg_166_Choice1,神様が君を選んだんだ！
msg_166_Choice2,パパとママが悪魔だったから…
msg_166_Choice3,すまない、自分にはわからんよ…
msg_167,"[color(yellow)][var(msg_var_0)][color(white)]
ふんふん…
なるほど、そっかあ！
おじちゃん、アタマいいね！
[wait][clear][end]"
msg_168,"[color(yellow)][var(msg_var_0)][color(white)]
ああっ、そんなコトいってたら
ホントにおにいちゃんが、ほしくなってきたよ！
ねぇねぇ、おじちゃーんっ！！
[wait][clear][end]"
msg_169,"ママにたのんだら、つくってくれるかなぁ…？
[end_choice][clear][end]"
msg_169_Choice1,きっと作ってくれるさ！
msg_169_Choice2,お兄ちゃんは無理だが、弟なら…
msg_169_Choice3,僕がお兄ちゃんになってやろう！
msg_170,"[color(yellow)][var(msg_var_0)][color(white)]
そうだっ！！
やってみよ～っ！！ ぜったいあたるっ…
[var(msg_var_0)]うらなあ～～～い！！
[wait][clear][end]"
msg_171,"ところで……うらないって、どうやるんだっけ？
[end_choice][clear][end]"
msg_171_Choice1,筮竹や水晶を使ったり…ま、色々だわ
msg_171_Choice2,企業秘密よ。なぁんてね！
msg_171_Choice3,アンタさっき、何見てたの～！？
msg_172,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、なかなかスルドイね！
ふふふふふふ…
[wait][clear][end]"
msg_173,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ…
ぼくもオトナになったら、おねえちゃんたちの
おはなし、わかるようになるかなぁ？
[wait][clear][end]"
msg_174,"オトナになれば、きっとわかるよね！
[end_choice][clear][end]"
msg_174_Choice1,うん、絶対わかるって！
msg_174_Choice2,いやぁ、男にゃムリでしょ！
msg_174_Choice3,へぇ～っ、アンタって大人になれるんだ？
msg_175,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇ…なんでホカホカしてきたのかなぁ？
おねえちゃん、わかるぅ？
[wait][clear][end]"
msg_176,"ねぇ、なんでホカホカしてきたのかなぁ？
[end_choice][clear][end]"
msg_176_Choice1,バルセロナの風が吹いてきたのかも！
msg_176_Choice2,踊りを見てたから、かな…
msg_176_Choice3,熱があるんじゃない？
msg_177,"ねぇ…ハコのなかって、どうなってるのぉ？？？
[end_choice][clear][end]"
msg_177_Choice1,機械がギッシリ詰まってるぜ！
msg_177_Choice2,[var(msg_var_0)]が入ってるぜ！
msg_177_Choice3,話逸らすんじゃねぇっ！！
msg_178,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、いいコトおもいついたゾ！
ぼくがおさけをつくって、おじいちゃんに
プレゼントするんだ！
[wait][clear][end]"
msg_179,"…ねぇ、おさけって、どうやってつくるの？
[end_choice][clear][end]"
msg_179_Choice1,穀物とか果実を発酵させて作るんだ
msg_179_Choice2,素人にゃあ無理だ。買ってきた方が早いぜ
msg_179_Choice3,教えてやっから、カード出せや！
msg_180,"[color(yellow)][var(msg_var_0)][color(white)]
ねぇねぇ、おじちゃん！
おじちゃんって、つかれてるんだよね？
[wait][clear][end]"
msg_181,"ねぇねぇ、なんでつかれてるのぉ…！？
[end_choice][clear][end]"
msg_181_Choice1,年取ると疲れやすくなるんだ…
msg_181_Choice2,へへ、ガキにゃわかんねぇよ…
msg_181_Choice3,悪魔に憑かれちまったぜ！！
msg_182,"ね…おじちゃん、なんでないてるのぉ？
[end_choice][clear][end]"
msg_182_Choice1,うっうっ…色々あるんだよ、僕だってさ…
msg_182_Choice2,うっうっ…か、花粉症なんだぁ…ッション！
msg_182_Choice3,うっうっ…君にはわかんないよ…
msg_183,"[color(yellow)][var(msg_var_0)][color(white)]
それで…
おじちゃんたちって、なんで
ケンカしてたの？
[wait][clear][end]"
msg_184,"…なんのコトで、ケンカしてたの？
[end_choice][clear][end]"
msg_184_Choice1,野球という遊びについて、議論しただけだ
msg_184_Choice2,人間の生き方について、討論しただけだ
