msg_10,"[color(yellow)]新人[color(white)]
先輩、俺、聞いちゃったんすよ…
田崎先輩と編集長が、天野は生意気だから、
一人でＪＯＫＥＲの取材させようって話してるの。
[sync][wait][clear][end]","[color(yellow)]신입[color(white)]
선배, 저, 들었어요…
다사키 선배랑 편집장이, 아마노는 건방지니까,
혼자서 JOKER 취재 시키자고 하는 이야기.
[sync][wait][clear][end]"
msg_11,"[color(yellow)]新人[color(white)]
そしたら、怖がって大人しくなるだろうって…
こんな会社、やっぱ辞めよかな…
仕事は大変なだけだし…
[sync][wait][clear][end]","[color(yellow)]신입[color(white)]
그러면 겁먹고 얌전히 있을 거라고…
이런 회사, 역시 그만둘까…
일은 힘들기만 하니까…
[sync][wait][clear][end]"
msg_12,"[color(yellow)]同期社員[color(white)]
世紀末だグランドクロスだって騒いだって、
今年の夏は、結局何もなかったね…
盛り上げた分、抗議してくる読者がうるさくてさ。
[sync][wait][clear][end]","[color(yellow)]동기 사원[color(white)]
세기말이다 그랜드 크로스다 하며 떠들썩했어도,
결국, 이번 여름은 결국 아무 일도 없었네…
분위기를 띄운 만큼, 항의해오는 독자들이 시끄럽단 말야.
[sync][wait][clear][end]"
msg_13,"[color(yellow)]同期社員[color(white)]
ワンロン占いの読者投稿まとめるの、手伝ってよ。
良く当たるってブレイクしちゃったから、
投稿もハンパじゃないのよねぇ…
[sync][wait][clear][end]","[color(yellow)]동기 사원[color(white)]
왕룡 점술 독자 투고 정리하는 것 좀 도와줘.
잘 맞는다며 대박이 나는 바람에,
들어오는 투고가 장난이 아니거든…
[sync][wait][clear][end]"
msg_14,"[color(yellow)]同期社員[color(white)]
ほら、ケータイとかでも配信されて、
守護龍がどうのって、女子高生とかＯＬとかが
騒いでるでしょ？
[sync][wait][clear][end]","[color(yellow)]동기 사원[color(white)]
봐봐, 핸드폰 같은 데로도 서비스돼서,
수호룡이 어쨌다느니 하면서
여고생이나 여직원들 사이에서 난리잖아?
[sync][wait][clear][end]"
msg_15,"[color(yellow)]同期社員[color(white)]
元々は、「望龍術」っていう風水の秘術を
分かりやすくしたものらしいんだけど、
これが本当によく当たるのよ。
[sync][wait][clear][end]","[color(yellow)]동기 사원[color(white)]
원래는, 「망룡술」이라는 풍수의 비술을
알기 쉽게 만든 거라고 하던데,
이게 정말 기가 막히게 잘 맞아.
[sync][wait][clear][end]"
msg_16,"[color(yellow)]同期社員[color(white)]
望龍術はね、運命を支配する天帝が地上に遣わした
１２匹の龍の動きを、星の動きから予測して国運を
占う呪術なの。
[sync][wait][clear][end]","[color(yellow)]동기 사원[color(white)]
망룡술은 말이야, 운명을 지배하는 천제가
지상에 보낸 12마리 용의 움직임을 별의 움직임으로
예측해서 국운을 점치는 주술이야.
[sync][wait][clear][end]"
msg_17,"[color(yellow)]同期社員[color(white)]
龍って言ったって、地脈みたいなものなんだけど、
人が良いことすれば恵みをくれるし、悪いことを
すれば天変地異とかの災厄をもたらすんですって。
[sync][wait][clear][end]","[color(yellow)]동기 사원[color(white)]
용이라고는 해도 지맥 같은 것인데,
사람이 선행을 베풀면 은혜를 내려주고,
악행을 저지르면 천재지변 같은 재앙을 불러온대.
[sync][wait][clear][end]"
msg_18,"[color(yellow)]同期社員[color(white)]
まぁ、誰も運命には逆らえないってことかな。
[sync][wait][clear][end]","[color(yellow)]동기 사원[color(white)]
뭐, 누구도 운명에는 거스를 수 없다는 뜻이겠지.
[sync][wait][clear][end]"
msg_19,"[color(yellow)]先輩社員[color(white)]
天野は確か、７月生まれだったよな？
てことは光龍か…俺が２月生まれの青龍だから…
あんま相性良くないのか…残念。
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
아마노는 그러고 보니, 7월생이었지?
그럼 광룡인가… 내가 2월생인 청룡이니까…
별로 상성이 안 좋으려나… 아쉽네.
[sync][wait][clear][end]"
msg_20,"[color(yellow)]田崎[color(white)]
天野さん、ＪＯＫＥＲの噂取材するんでしょ？
つい昨日も、食い散らかされたみたいな
死体が見つかったっていうし…
[sync][wait][clear][end]","[color(yellow)]타사키[color(white)]
아마노 씨, JOKER에 대한 소문 취재할 거지?
바로 어제도, 갈가리 파헤쳐진 것 같은
시체가 발견됐다고 하던데…
[sync][wait][clear][end]"
msg_21,"[color(yellow)]田崎[color(white)]
怖いわよねぇ～
ＪＯＫＥＲは悪魔使いだって噂本当だったりして…
あなたの身に、何もなきゃいいけど。
[sync][wait][clear][end]","[color(yellow)]타사키[color(white)]
무섭네~
JOKER가 악마술사라는 소문이 진짜일지도…
당신 신변에, 아무 일도 없어야 할 텐데.
[sync][wait][clear][end]"
msg_22,"[color(yellow)]田崎[color(white)]
天野さん、ＪＯＫＥＲの噂取材するんでしょ？
つい昨日も、食い散らかされたみたいな
死体が見つかったっていうし…
[sync][wait][clear][end]","[color(yellow)]타사키[color(white)]
아마노 씨, JOKER에 대한 소문 취재할 거지?
바로 어제도, 갈가리 파헤쳐진 것 같은
시체가 발견됐다고 하던데…
[sync][wait][clear][end]"
msg_23,"[color(yellow)]田崎[color(white)]
怖いわよねぇ～
ＪＯＫＥＲは悪魔使いだって噂本当だったりして…
あなたの身に、何もなきゃいいけど。
[sync][wait][clear][end]","[color(yellow)]타사키[color(white)]
무섭네~
JOKER가 악마술사라는 소문이 진짜일지도…
당신 신변에, 아무 일도 없어야 할 텐데.
[sync][wait][clear][end]"
msg_24,"[color(yellow)]先輩社員[color(white)]
猟奇殺人の被害者、もう二桁になっちまったなぁ。
ったく警察は何してんだか…
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
엽기 살인 피해자, 벌써 두 자릿수가 돼버렸구먼.
나 원 참, 경찰은 대체 뭘 하고 있는 건지…
[sync][wait][clear][end]"
msg_25,"[color(yellow)]先輩社員[color(white)]
記者クラブに俺の先輩がいてな、
警察は未だに犯人の目星もつけられんらしいよ。
色々噂が立っちまうのも、無理ないわな。
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
기자 클럽에 내 선배가 한 명 있는데 말이야,
경찰은 아직도 범인의 윤곽조차 잡지 못하고 있는 모양이야.
이런저런 소문이 도는 것도, 무리는 아니지.
[sync][wait][clear][end]"
msg_26,"[color(yellow)]先輩社員[color(white)]
猟奇殺人の被害者、もう二桁になっちまったなぁ。
ったく警察は何してんだか…
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
엽기 살인 피해자, 벌써 두 자릿수가 돼버렸구먼.
나 원 참, 경찰은 대체 뭘 하고 있는 건지…
[sync][wait][clear][end]"
msg_27,"[color(yellow)]先輩社員[color(white)]
記者クラブに俺の先輩がいてな、
警察は未だに犯人の目星もつけられんらしいよ。
色々噂が立っちまうのも、無理ないわな。
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
기자 클럽에 내 선배가 한 명 있는데 말이야,
경찰은 아직도 범인의 윤곽조차 잡지 못하고 있는 모양이야.
이런저런 소문이 도는 것도, 무리는 아니지.
[sync][wait][clear][end]"
msg_28,"[color(yellow)]先輩社員[color(white)]
例の地下鉄工事で、また遺跡が見つかったらしい。
やっぱこの街の下にゃ、何かあるのかね？
く～俺も社会部行きてぇなぁ。
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
그 지하철 공사 말인데, 또 유적이 발견된 모양이야.
역시 이 마을 지하에는, 뭔가가 있는 걸까?
크으~ 나도 사회부로 가고 싶구먼.
[sync][wait][clear][end]"
msg_29,"[color(yellow)]先輩社員[color(white)]
例の地下鉄工事で、また遺跡が見つかったらしい。
やっぱこの街の下にゃ、何かあるのかね？
く～俺も社会部行きてぇなぁ。
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
그 지하철 공사 말인데, 또 유적이 발견된 모양이야.
역시 이 마을 지하에는, 뭔가가 있는 걸까?
크으~ 나도 사회부로 가고 싶구먼.
[sync][wait][clear][end]"
msg_30,"[color(yellow)]ゆきの[color(white)]
舞耶さん、今さっき内線あったよ。
芹沢さん、受付に来てるって。
[sync][wait][clear][end]","[color(yellow)]유키노[color(white)]
마야 언니, 방금 내선 전화 왔었어.
세리자와 씨, 안내데스크에 와 있다고 하네.
[sync][wait][clear][end]"
msg_31,"[color(yellow)]ゆきの[color(white)]
舞耶さん、まだ内線無いし、
もう少しゆっくりしててもいいんじゃないかい？
[sync][wait][clear][end]","[color(yellow)]유키노[color(white)]
마야 언니, 아직 내선 전화도 없는데,
조금 더 느긋하게 있어도 괜찮지 않겠어?
[sync][wait][clear][end]"
msg_32,"[color(yellow)]非常階段[color(green)]
ここには入れない。[color(white)]
[sync][wait][clear][end]","[color(yellow)]비상계단[color(green)]
여기로는 들어갈 수 없다.[color(white)]
[sync][wait][clear][end]"
msg_33,"[color(yellow)]田崎[color(white)]
天野さん、ＪＯＫＥＲの噂取材するんでしょ？
つい昨日も、食い散らかされたみたいな
死体が見つかったっていうし…
[sync][wait][clear][end]","[color(yellow)]타사키[color(white)]
아마노 씨, JOKER에 대한 소문 취재할 거지?
바로 어제도, 갈가리 파헤쳐진 것 같은
시체가 발견됐다고 하던데…
[sync][wait][clear][end]"
msg_34,"[color(yellow)]田崎[color(white)]
怖いわよねぇ～
ＪＯＫＥＲは悪魔使いだって噂本当だったりして…
あなたの身に、何もなきゃいいけど。
[sync][wait][clear][end]","[color(yellow)]타사키[color(white)]
무섭네~
JOKER가 악마술사라는 소문이 진짜일지도…
당신 신변에, 아무 일도 없어야 할 텐데.
[sync][wait][clear][end]"
msg_35,"[color(yellow)]先輩社員[color(white)]
猟奇殺人の被害者、もう二桁になっちまったなぁ。
ったく警察は何してんだか…
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
엽기 살인 피해자, 벌써 두 자릿수가 돼버렸구먼.
나 원 참, 경찰은 대체 뭘 하고 있는 건지…
[sync][wait][clear][end]"
msg_36,"[color(yellow)]先輩社員[color(white)]
記者クラブに俺の先輩がいてな、
警察は未だに犯人の目星もつけられんらしいよ。
色々噂が立っちまうのも、無理ないわな。
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
기자 클럽에 내 선배가 한 명 있는데 말이야,
경찰은 아직도 범인의 윤곽조차 잡지 못하고 있는 모양이야.
이런저런 소문이 도는 것도, 무리는 아니지.
[sync][wait][clear][end]"
msg_37,"[color(yellow)]先輩社員[color(white)]
例の地下鉄工事で、また遺跡が見つかったらしい。
やっぱこの街の下にゃ、何かあるのかね？
く～俺も社会部行きてぇなぁ。
[sync][wait][clear][end]","[color(yellow)]선배 사원[color(white)]
그 지하철 공사 말인데, 또 유적이 발견된 모양이야.
역시 이 마을 지하에는, 뭔가가 있는 걸까?
크으~ 나도 사회부로 가고 싶구먼.
[sync][wait][clear][end]"
